月份,层数,商铺名称,销售额,总租金,租售比,销售坪效,平均租金,商铺面积,一级业态,二级业态,三级业态,合同起始日期,合同结束日期,扣点方式,扣率,合同期限,商铺面积,平均租金
2016年2月,二层,Girdear 哥弟,"718,968 ","56,223 ",8%,2748.3486 ,215 ,261.6,普通服饰,女装,女装,2013/4/10,2016/5/9,保底与流水两者取高,0.06,3,261.6,215 
2016年2月,二层,Esprit,"1,020,348 ","161,113 ",16%,1318.2786 ,208 ,774,普通服饰,综合服饰,中性服装/休闲服饰,2013/1/25,2018/5/9,保底与流水两者取高,0.12,5,774,208 
2016年2月,二层,真情告白,"242,950 ","48,493 ",20%,1687.1500 ,337 ,144,普通服饰,女装,女装,2015/11/17,2017/11/16,保底与流水两者取高,0.17,1,144,337 
2016年2月,二层,ZUEE,"237,398 ","47,242 ",20%,2637.7600 ,525 ,90,普通服饰,男装,男装,2015/11/17,2017/11/16,保底与流水两者取高,0.18,1,90,525 
2016年2月,二层,Trendiano,"154,213 ","39,833 ",26%,1548.3253 ,400 ,99.6,普通服饰,男装,男装,2015/11/17,2017/11/16,保底与流水两者取高,0.18,1,99.6,400 
2016年2月,二层,Gillive 嘉里奥,"78,331 ","19,152 ",24%,1554.1905 ,380 ,50.4,普通服饰,服饰其它相关,手袋/钱包/旅行箱包,2015/6/23,2017/6/22,保底与流水两者取高,0.2,1,50.4,380 
2016年2月,二层,Adidas Originals 三叶草,"688,007 ","95,771 ",14%,5408.8585 ,753 ,127.2,普通服饰,运动服饰,运动服饰/运动配饰,2015/6/23,2017/6/22,保底与流水两者取高,0.13,1,127.2,753 
2016年2月,二层,it Michaa,"307,794 ","57,496 ",19%,2982.5000 ,557 ,103.2,普通服饰,女装,女装,2015/6/8,2017/6/7,保底与流水两者取高,0.17,1,103.2,557 
2016年2月,二层,Seasonwind 季候风,"140,720 ","35,644 ",25%,1302.9667 ,330 ,108,普通服饰,女装,女装,2015/6/8,2017/6/7,保底与流水两者取高,0.17,1,108,330 
2016年2月,二层,Plory,"166,278 ","23,279 ",14%,1345.2948 ,188 ,123.6,普通服饰,男装,男装,2013/3/12,2016/5/9,保底(含物管费)与流水两者取高,0.14,3,123.6,188 
2016年2月,二层,Croquis 速写,"446,253 ","88,046 ",20%,2882.7713 ,569 ,154.8,普通服饰,男装,男装,2013/3/22,2016/5/9,保底与流水两者取高,0.18,3,154.8,569 
2016年2月,二层,JNBY 江南布衣,"382,374 ","81,254 ",21%,1539.3478 ,327 ,248.4,普通服饰,女装,女装,2013/1/11,2016/5/9,保底与流水两者取高,0.18,3,248.4,327 
2016年2月,二层,ROEM,"94,518 ","20,596 ",22%,596.7071 ,130 ,158.4,普通服饰,女装,女装,2013/3/12,2016/5/9,保底(含物管费)与流水两者取高,0.14,3,158.4,130 
2016年2月,二层,Tutuanna 趣趣安娜,"151,444 ","35,241 ",23%,1418.0191 ,330 ,106.8,普通服饰,综合服饰,内衣裤/保暖内衣,2015/6/1,2017/5/31,保底与流水两者取高,0.17,1,106.8,330 
2016年2月,二层,木九十,"235,361 ","40,247 ",17%,4561.2558 ,780 ,51.6,珠宝,钟表,钟表,2015/6/1,2017/5/31,保底与流水两者取高,0.16,1,51.6,780 
2016年2月,二层,AJIDOU 阿吉豆,"330,011 ","52,637 ",16%,5288.6346 ,844 ,62.4,普通服饰,服饰其它相关,流行配饰/人造珠宝佩饰,2013/1/13,2016/5/9,保底与流水两者取高,0.15,3,62.4,844 
2016年2月,二层,One More,"230,155 ","39,011 ",17%,1697.3097 ,288 ,135.6,普通服饰,女装,女装,2014/12/1,2016/5/9,保底与流水两者取高,0.14,1,135.6,288 
2016年2月,二层,GXG,"895,727 ","152,184 ",17%,1673.6300 ,284 ,535.2,普通服饰,男装,男装,2014/12/1,2016/5/9,保底与流水两者取高,0.14,1,535.2,284 
2016年2月,二层,Hope show,"578,039 ","101,908 ",18%,1477.6043 ,261 ,391.2,普通服饰,女装,女装,2013/2/26,2016/5/9,保底与流水两者取高,0.16,3,391.2,261 
2016年2月,二层,H.S,"342,569 ","80,367 ",23%,1110.7938 ,261 ,308.4,普通服饰,女装,女装,2013/2/26,2016/5/9,保底与流水两者取高,0.16,3,308.4,261 
2016年2月,二层,Harbor House,"1,464,896 ","215,047 ",15%,2970.1873 ,436 ,493.2,其它,家居,家具/厨房/卫浴/灯,2012/11/28,2018/5/9,保底与流水两者取高,0.13,5,493.2,436 
2016年2月,二层,煮火,"515,448 ","52,885 ",10%,2214.1254 ,227 ,232.8,餐饮,正餐,餐馆/饭店,2015/5/11,2020/5/10,保底与流水两者取高,0.08,4,232.8,227 
2016年2月,二层,釜山料理,"389,612 ","52,286 ",13%,819.8899 ,110 ,475.2,餐饮,正餐,餐馆/饭店,2013/2/27,2021/5/9,保底与流水两者取高,0.08,8,475.2,110 
2016年2月,二层,西贝,"1,796,023 ","106,684 ",6%,3198.0460 ,190 ,561.6,餐饮,正餐,餐馆/饭店,2015/1/15,2023/1/14,保底与流水两者取高,0.05,7,561.6,190 
2016年2月,二层,澳门豆捞,"567,693 ","76,014 ",13%,344.0563 ,46 ,1650,餐饮,正餐,餐馆/饭店,2012/12/18,2021/5/16,纯扣,0.07,8,1650,46 
2016年2月,二层,Joysocks,"50,779 ","8,216 ",16%,2115.8100 ,342 ,24,普通服饰,综合服饰,内衣裤/保暖内衣,2014/9/11,2016/9/10,保底与流水两者取高,0.15,1,24,342 
2016年2月,二层,谭木匠,"46,794 ","8,086 ",17%,3249.5833 ,562 ,14.4,普通服饰,服饰其它相关,流行配饰/人造珠宝佩饰,2014/9/20,2016/9/19,保底与流水两者取高,0.16,1,14.4,562 
2016年2月,二层,银时代,"60,012 ","10,802 ",18%,4167.5000 ,750 ,14.4,普通服饰,服饰其它相关,流行配饰/人造珠宝佩饰,2013/9/1,2016/8/31,保底与流水两者取高,0.17,2,14.4,750 
2016年2月,二层,Miomi 米欧米,"104,978 ","17,395 ",17%,7290.1667 ,"1,208 ",14.4,其它,其它的其它,眼镜,2015/11/1,2016/10/31,保底与流水两者取高,0.16,0,14.4,"1,208 "
2016年2月,二层,Fellala 翡拉拉,"45,887 ","8,402 ",18%,3186.5833 ,583 ,14.4,普通服饰,服饰其它相关,流行配饰/人造珠宝佩饰,2015/12/24,2016/12/23,保底与流水两者取高,0.16,0,14.4,583 
2016年2月,二层,白井(SHIRAI)品牌饰品,"22,086 ","7,200 ",33%,1533.7500 ,500 ,14.4,普通服饰,服饰其它相关,流行配饰/人造珠宝佩饰,2015/9/19,2016/9/18,保底与流水两者取高,0.15,0,14.4,500 
2016年2月,二层,改衣间,"4,512 ","2,640 ",59%,289.2308 ,169 ,15.6,其它,配套服务,衣裤织补服务,2013/12/1,2016/11/30,纯保底,0,2,15.6,169 
2016年2月,二层,名表维修中心,"8,316 ","2,280 ",27%,1155.0000 ,317 ,7.2,其它,配套服务,修鞋/修锁服务,2013/12/9,2016/12/8,纯保底,0,2,7.2,317 
2016年2月,二层,维果部落(02-K10),"37,548 ","3,755 ",10%,15645.0000 ,"1,565 ",2.4,餐饮,轻餐,小吃/冷饮/果汁吧,2014/3/14,2016/3/13,保底(含物管费)与流水两者取高,0.1,1,2.4,"1,565 "
2016年2月,二层,PH7,"46,501 ","8,970 ",19%,4843.8750 ,934 ,9.6,普通服饰,服饰其它相关,流行配饰/人造珠宝佩饰,2014/4/30,2016/10/27,保底与流水两者取高,0.18,2,9.6,934 
2016年2月,二层,优特L2,"19,852 ","13,199 ",66%,295.4107 ,196 ,67.2,其它,配套服务,汽车美容,2015/8/21,2016/8/20,纯保底,0,0,67.2,196 
2016年2月,二层,百合新娘,"188,033 ","36,253 ",19%,3917.3500 ,755 ,48,其它,配套服务,婚纱店/婚纱摄影,2015/6/8,2016/6/7,保底与流水两者取高,0.18,0,48,755 
2016年2月,二层,7°银匠,"55,697 ","10,070 ",18%,3867.8333 ,699 ,14.4,普通服饰,服饰其它相关,流行配饰/人造珠宝佩饰,2014/6/14,2016/8/9,保底与流水两者取高,0.17,2,14.4,699 
2016年2月,二层,三星（智能锁）,"24,910 ","7,199 ",29%,2075.8000 ,600 ,12,电器,电器/家用电器/IT器材,电器/家用电器/IT器材,2016/1/5,2017/1/4,保底与流水两者取高,0.12,0,12,600 
2016年2月,二层,iwell 爱享屋,"48,018 ","7,803 ",16%,3637.7273 ,591 ,13.2,普通服饰,服饰其它相关,生活特性店,2015/6/26,2016/6/25,保底与流水两者取高,0.15,0,13.2,591 
2016年2月,二层,热气球（P1-02-K22）,"616,504 ","44,327 ",7%,12843.8250 ,923 ,48,儿童,儿童娱乐,儿童主题乐园,2015/12/24,2016/3/23,保底与流水两者取和,0.07,0,48,923 
2016年2月,二层,Bestgold,"96,136 ","5,999 ",6%,13352.2000 ,833 ,7.2,珠宝,珠宝,珠宝,2015/8/20,2016/8/19,保底与流水两者取高,0,0,7.2,833 
2016年2月,二层,Zippo,"73,742 ","10,184 ",14%,4096.7733 ,566 ,18,其它,其它的其它,个人嗜好/收藏品,2015/11/15,2016/11/14,保底与流水两者取高,0.13,0,18,566 
2016年3月,二层,新发现餐厅,"1,192,235 ","132,577 ",11%,989.5707 ,110 ,1204.8,餐饮,正餐,餐馆/饭店,2012/12/27,2021/5/9,保底(含物管费)与流水两者取高,0.08,8,1204.8,110 
2016年3月,二层,张功馆,"1,006,406 ","98,225 ",10%,1177.9101 ,115 ,854.4,餐饮,正餐,餐馆/饭店,2013/1/12,2021/5/9,保底(含物管费)与流水两者取高,0.08,8,854.4,115 
2016年3月,二层,泰澜,"611,304 ","80,142 ",13%,1132.0442 ,148 ,540,餐饮,正餐,餐馆/饭店,2014/8/26,2019/8/25,保底(含物管费)与流水两者取高,0.08,4,540,148 
2016年3月,二层,西堤厚牛排,"719,824 ","78,749 ",11%,1142.5771 ,125 ,630,餐饮,正餐,餐馆/饭店,2014/4/28,2020/4/27,保底(含物管费)与流水两者取高,0.08,5,630,125 
2016年3月,二层,侨治,"334,420 ","27,590 ",8%,1333.4144 ,110 ,250.8,美容,美容/美发/美甲,美容/美发/美甲,2012/11/30,2018/5/9,纯保底,0,5,250.8,110 
2016年3月,二层,牛胜,"571,722 ","46,653 ",8%,2205.7176 ,180 ,259.2,餐饮,正餐,餐馆/饭店,2015/5/15,2020/5/14,保底(含物管费)与流水两者取高,0.08,4,259.2,180 
2016年3月,二层,巴蜀江南,"503,992 ","90,164 ",18%,502.9856 ,90 ,1002,餐饮,正餐,餐馆/饭店,2015/4/4,2021/5/9,保底(含物管费)与流水两者取高,0.07,6,1002,90 
2016年3月,二层,Aimer 爱慕一家人,"260,293 ","52,813 ",20%,1330.7423 ,270 ,195.6,普通服饰,综合服饰,内衣裤/保暖内衣,2013/1/25,2016/5/9,保底与流水两者取高,0.16,3,195.6,270 
2016年3月,二层,AVVN 飞鸟和新酒,"318,762 ","60,055 ",19%,1759.1722 ,331 ,181.2,普通服饰,女装,女装,2015/5/10,2017/5/9,保底与流水两者取高,0.16,1,181.2,331 
2016年3月,二层,Zolle,"178,530 ","35,992 ",20%,1487.7500 ,300 ,120,普通服饰,女装,女装,2013/1/5,2016/5/9,保底与流水两者取高,0.16,3,120,300 
2016年3月,二层,TATA,"157,279 ","23,749 ",15%,2383.0182 ,360 ,66,普通服饰,服饰其它相关,鞋,2015/6/1,2017/5/31,保底与流水两者取高,0.13,1,66,360 
2016年3月,二层,Teenmix 天美意,"182,600 ","27,153 ",15%,2669.5965 ,397 ,68.4,普通服饰,服饰其它相关,鞋,2015/6/1,2017/5/31,保底与流水两者取高,0.13,1,68.4,397 
2016年3月,二层,Belle 百丽,"264,757 ","38,019 ",14%,3677.1833 ,528 ,72,普通服饰,服饰其它相关,鞋,2015/6/4,2017/6/3,保底与流水两者取高,0.13,1,72,528 
2016年3月,二层,Peace Bird 太平鸟女装,"136,181 ","56,515 ",42%,722.8280 ,300 ,188.4,普通服饰,女装,女装,2015/6/1,2017/5/31,保底与流水两者取高,0.19,1,188.4,300 
2016年3月,二层,Donoratico 达衣岩,"329,632 ","63,850 ",19%,1569.6743 ,304 ,210,普通服饰,女装,女装,2013/1/10,2017/5/9,保底(含物管费)与流水两者取高,0.18,4,210,304 
2016年3月,二层,Eland 依恋,"132,092 ","37,911 ",29%,452.9919 ,130 ,291.6,普通服饰,综合服饰,综合服饰,2013/3/7,2016/5/9,保底(含物管费)与流水两者取高,0.14,3,291.6,130 
2016年3月,二层,Teenie Weenie,"90,814 ","26,518 ",29%,445.1688 ,130 ,204,普通服饰,女装,女装,2013/3/4,2016/5/9,保底(含物管费)与流水两者取高,0.14,3,204,130 
2016年3月,二层,Key Wear 奇威,"195,983 ","41,705 ",21%,1372.4286 ,292 ,142.8,普通服饰,女装,女装,2013/1/10,2018/5/9,保底与流水两者取高,0.16,5,142.8,292 
2016年3月,二层,Eifini 伊芙丽,"435,414 ","94,833 ",22%,1324.2518 ,288 ,328.8,普通服饰,女装,女装,2015/5/16,2017/5/15,保底与流水两者取高,0.18,1,328.8,288 
2016年3月,二层,Peace Bird 太平鸟男装,"629,303 ","113,086 ",18%,1680.8301 ,302 ,374.4,普通服饰,男装,男装,2013/1/21,2016/5/9,保底与流水两者取高,0.15,3,374.4,302 
2016年3月,二层,gxg.jeans,"237,898 ","64,803 ",27%,881.1022 ,240 ,270,普通服饰,男装,男装,2013/1/5,2016/5/9,保底与流水两者取高,0.14,3,270,240 
2016年3月,二层,La Chapelle 拉夏贝尔,"1,005,518 ","228,454 ",23%,648.0526 ,147 ,1551.6,快时尚,La Chapelle 拉夏贝尔,快时尚,2013/3/5,2021/6/2,保底与流水两者取高,0.15,8,1551.6,147 
2016年3月,二层,张生记,"1,051,081 ","95,753 ",9%,900.2066 ,82 ,1167.6,餐饮,正餐,餐馆/饭店,2013/6/21,2021/10/18,保底(含物管费)与流水两者取高,0.04,8,1167.6,82 
2016年3月,二层,炉鱼,"1,964,994 ","98,250 ",5%,3679.7640 ,184 ,534,餐饮,正餐,餐馆/饭店,2013/8/28,2021/11/25,保底(含物管费)与流水两者取高,0.05,8,534,184 
2016年3月,二层,The Second Movement 第二乐章,"901,398 ","55,797 ",6%,1615.4086 ,100 ,558,餐饮,正餐,餐馆/饭店,2013/10/20,2022/1/17,保底(含物管费)与流水两者取高,0.05,8,558,100 
2016年3月,二层,Girdear 哥弟,"1,022,963 ","74,472 ",7%,3910.4083 ,285 ,261.6,普通服饰,女装,女装,2013/4/10,2016/5/9,保底与流水两者取高,0.06,3,261.6,285 
2016年3月,二层,Esprit,"578,262 ","154,801 ",27%,747.1084 ,200 ,774,普通服饰,综合服饰,中性服装/休闲服饰,2013/1/25,2018/5/9,保底与流水两者取高,0.12,5,774,200 
2016年3月,二层,真情告白,"147,850 ","47,519 ",32%,1026.7333 ,330 ,144,普通服饰,女装,女装,2015/11/17,2017/11/16,保底与流水两者取高,0.17,1,144,330 
2016年3月,二层,ZUEE,"119,518 ","35,999 ",30%,1327.9733 ,400 ,90,普通服饰,男装,男装,2015/11/17,2017/11/16,保底与流水两者取高,0.18,1,90,400 
2016年3月,二层,Trendiano,"137,027 ","39,834 ",29%,1375.7711 ,400 ,99.6,普通服饰,男装,男装,2015/11/17,2017/11/16,保底与流水两者取高,0.18,1,99.6,400 
2016年3月,二层,Gillive 嘉里奥,"74,465 ","19,152 ",26%,1477.4762 ,380 ,50.4,普通服饰,服饰其它相关,手袋/钱包/旅行箱包,2015/6/23,2017/6/22,保底与流水两者取高,0.2,1,50.4,380 
2016年3月,二层,Adidas Originals 三叶草,"548,863 ","77,719 ",14%,4314.9623 ,611 ,127.2,普通服饰,运动服饰,运动服饰/运动配饰,2015/6/23,2017/6/22,保底与流水两者取高,0.13,1,127.2,611 
2016年3月,二层,it Michaa,"253,164 ","48,202 ",19%,2453.1395 ,467 ,103.2,普通服饰,女装,女装,2015/6/8,2017/6/7,保底与流水两者取高,0.17,1,103.2,467 
2016年3月,二层,Seasonwind 季候风,"85,249 ","35,643 ",42%,789.3444 ,330 ,108,普通服饰,女装,女装,2015/6/8,2017/6/7,保底与流水两者取高,0.17,1,108,330 
2016年3月,二层,Plory,"74,228 ","16,070 ",22%,600.5495 ,130 ,123.6,普通服饰,男装,男装,2013/3/12,2016/5/9,保底(含物管费)与流水两者取高,0.14,3,123.6,130 
2016年3月,二层,Croquis 速写,"314,587 ","64,364 ",20%,2032.2132 ,416 ,154.8,普通服饰,男装,男装,2013/3/22,2016/5/9,保底与流水两者取高,0.18,3,154.8,416 
2016年3月,二层,JNBY 江南布衣,"465,085 ","96,133 ",21%,1872.3213 ,387 ,248.4,普通服饰,女装,女装,2013/1/11,2016/5/9,保底与流水两者取高,0.18,3,248.4,387 
2016年3月,二层,ROEM,"75,432 ","20,593 ",27%,476.2142 ,130 ,158.4,普通服饰,女装,女装,2013/3/12,2016/5/9,保底(含物管费)与流水两者取高,0.14,3,158.4,130 
2016年3月,二层,Tutuanna 趣趣安娜,"120,458 ","35,246 ",29%,1127.8865 ,330 ,106.8,普通服饰,综合服饰,内衣裤/保暖内衣,2015/6/1,2017/5/31,保底与流水两者取高,0.17,1,106.8,330 
2016年3月,二层,木九十,"211,769 ","36,467 ",17%,4104.0547 ,707 ,51.6,珠宝,钟表,钟表,2015/6/1,2017/5/31,保底与流水两者取高,0.16,1,51.6,707 
2016年3月,二层,AJIDOU 阿吉豆,"303,215 ","48,605 ",16%,4859.2115 ,779 ,62.4,普通服饰,服饰其它相关,流行配饰/人造珠宝佩饰,2013/1/13,2016/5/9,保底与流水两者取高,0.15,3,62.4,779 
2016年3月,二层,One More,"180,274 ","36,614 ",20%,1329.4513 ,270 ,135.6,普通服饰,女装,女装,2014/12/1,2016/5/9,保底与流水两者取高,0.14,1,135.6,270 
2016年3月,二层,GXG,"602,827 ","114,537 ",19%,1126.3592 ,214 ,535.2,普通服饰,男装,男装,2014/12/1,2016/5/9,保底与流水两者取高,0.14,1,535.2,214 
2016年3月,二层,Hope show,"541,417 ","110,666 ",20%,1383.9908 ,283 ,391.2,普通服饰,女装,女装,2013/2/26,2016/5/9,保底与流水两者取高,0.16,3,391.2,283 
2016年3月,二层,H.S,"477,176 ","87,276 ",18%,1547.2646 ,283 ,308.4,普通服饰,女装,女装,2013/2/26,2016/5/9,保底与流水两者取高,0.16,3,308.4,283 
2016年3月,二层,Harbor House,"1,623,620 ","235,750 ",15%,3292.0107 ,478 ,493.2,其它,家居,家具/厨房/卫浴/灯,2012/11/28,2018/5/9,保底与流水两者取高,0.13,5,493.2,478 
2016年3月,二层,煮火,"494,049 ","51,183 ",10%,2122.2033 ,220 ,232.8,餐饮,正餐,餐馆/饭店,2015/5/11,2020/5/10,保底与流水两者取高,0.08,4,232.8,220 
2016年3月,二层,釜山料理,"382,234 ","52,290 ",14%,804.3653 ,110 ,475.2,餐饮,正餐,餐馆/饭店,2013/2/27,2021/5/9,保底与流水两者取高,0.08,8,475.2,110 
2016年3月,二层,西贝,"1,775,517 ","105,643 ",6%,3161.5333 ,188 ,561.6,餐饮,正餐,餐馆/饭店,2015/1/15,2023/1/14,保底与流水两者取高,0.05,7,561.6,188 
2016年3月,二层,澳门豆捞,"395,614 ","64,010 ",16%,239.7661 ,39 ,1650,餐饮,正餐,餐馆/饭店,2012/12/18,2021/5/16,纯扣,0.07,8,1650,39 
2016年3月,二层,Joysocks,"33,991 ","7,801 ",23%,1416.3100 ,325 ,24,普通服饰,综合服饰,内衣裤/保暖内衣,2014/9/11,2016/9/10,保底与流水两者取高,0.15,1,24,325 
2016年3月,二层,谭木匠,"38,455 ","7,441 ",19%,2670.5000 ,517 ,14.4,普通服饰,服饰其它相关,流行配饰/人造珠宝佩饰,2014/9/20,2016/9/19,保底与流水两者取高,0.16,1,14.4,517 
2016年3月,二层,银时代,"60,072 ","10,813 ",18%,4171.6667 ,751 ,14.4,普通服饰,服饰其它相关,流行配饰/人造珠宝佩饰,2013/9/1,2016/8/31,保底与流水两者取高,0.17,2,14.4,751 
2016年3月,二层,Miomi 米欧米,"53,750 ","9,202 ",17%,3732.6667 ,639 ,14.4,其它,其它的其它,眼镜,2015/11/1,2016/10/31,保底与流水两者取高,0.16,0,14.4,639 
2016年3月,二层,Fellala 翡拉拉,"29,143 ","8,399 ",29%,2023.8333 ,583 ,14.4,普通服饰,服饰其它相关,流行配饰/人造珠宝佩饰,2015/12/24,2016/12/23,保底与流水两者取高,0.16,0,14.4,583 
2016年3月,二层,白井(SHIRAI)品牌饰品,"25,528 ","7,199 ",28%,1772.7917 ,500 ,14.4,普通服饰,服饰其它相关,流行配饰/人造珠宝佩饰,2015/9/19,2016/9/18,保底与流水两者取高,0.15,0,14.4,500 
2016年3月,二层,改衣间,"4,086 ","2,640 ",65%,261.9231 ,169 ,15.6,其它,配套服务,衣裤织补服务,2013/12/1,2016/11/30,纯保底,0,2,15.6,169 
2016年3月,二层,名表维修中心,"8,580 ","2,280 ",27%,1191.6667 ,317 ,7.2,其它,配套服务,修鞋/修锁服务,2013/12/9,2016/12/8,纯保底,0,2,7.2,317 
2016年3月,二层,维果部落(02-K10),"43,764 ","4,727 ",11%,18235.0000 ,"1,969 ",2.4,餐饮,轻餐,小吃/冷饮/果汁吧,2014/3/14,2016/3/13,保底(含物管费)与流水两者取高,0.1,1,2.4,"1,969 "
2016年3月,二层,PH7,"39,451 ","7,701 ",20%,4109.5000 ,802 ,9.6,普通服饰,服饰其它相关,流行配饰/人造珠宝佩饰,2014/4/30,2016/10/27,保底与流水两者取高,0.18,2,9.6,802 
2016年3月,二层,优特L2,"41,923 ","13,202 ",31%,623.8571 ,196 ,67.2,其它,配套服务,汽车美容,2015/8/21,2016/8/20,纯保底,0,0,67.2,196 
2016年3月,二层,百合新娘,"142,560 ","28,056 ",20%,2970.0000 ,584 ,48,其它,配套服务,婚纱店/婚纱摄影,2015/6/8,2016/6/7,保底与流水两者取高,0.18,0,48,584 
2016年3月,二层,7°银匠,"51,413 ","9,342 ",18%,3570.3333 ,649 ,14.4,普通服饰,服饰其它相关,流行配饰/人造珠宝佩饰,2014/6/14,2016/8/9,保底与流水两者取高,0.17,2,14.4,649 
2016年3月,二层,三星（智能锁）,"31,578 ","7,200 ",23%,2631.5000 ,600 ,12,电器,电器/家用电器/IT器材,电器/家用电器/IT器材,2016/1/5,2017/1/4,保底与流水两者取高,0.12,0,12,600 
2016年3月,二层,iwell 爱享屋,"41,070 ","7,200 ",18%,3111.3636 ,545 ,13.2,普通服饰,服饰其它相关,生活特性店,2015/6/26,2016/6/25,保底与流水两者取高,0.15,0,13.2,545 
2016年3月,二层,Bestgold,"60,466 ","5,998 ",10%,8398.0000 ,833 ,7.2,珠宝,珠宝,珠宝,2015/8/20,2016/8/19,保底与流水两者取高,0,0,7.2,833 
2016年3月,二层,Zippo,"79,538 ","10,937 ",14%,4418.8000 ,608 ,18,其它,其它的其它,个人嗜好/收藏品,2015/11/15,2016/11/14,保底与流水两者取高,0.13,0,18,608 
2016年3月,二层,热气球（P1-02-K22）,"550,679 ","39,594 ",7%,45889.9000 ,"3,299 ",12,儿童,儿童娱乐,儿童主题乐园,2015/12/24,2016/3/23,保底与流水两者取和,0.07,0,12,"3,299 "
2016年4月,二层,新发现餐厅,"1,244,597 ","132,550 ",11%,1033.0319 ,110 ,1204.8,餐饮,正餐,餐馆/饭店,2012/12/27,2021/5/9,保底(含物管费)与流水两者取高,0.08,8,1204.8,110 
2016年4月,二层,张功馆,"967,810 ","98,233 ",10%,1132.7360 ,115 ,854.4,餐饮,正餐,餐馆/饭店,2013/1/12,2021/5/9,保底(含物管费)与流水两者取高,0.08,8,854.4,115 
2016年4月,二层,泰澜,"682,884 ","80,171 ",12%,1264.6000 ,148 ,540,餐饮,正餐,餐馆/饭店,2014/8/26,2019/8/25,保底(含物管费)与流水两者取高,0.08,4,540,148 
2016年4月,二层,西堤厚牛排,"701,716 ","78,732 ",11%,1113.8343 ,125 ,630,餐饮,正餐,餐馆/饭店,2014/4/28,2020/4/27,保底(含物管费)与流水两者取高,0.08,5,630,125 
2016年4月,二层,侨治,"315,225 ","27,582 ",9%,1256.8789 ,110 ,250.8,美容,美容/美发/美甲,美容/美发/美甲,2012/11/30,2018/5/9,纯保底,0,5,250.8,110 
2016年4月,二层,牛胜,"537,166 ","46,680 ",9%,2072.3981 ,180 ,259.2,餐饮,正餐,餐馆/饭店,2015/5/15,2020/5/14,保底(含物管费)与流水两者取高,0.08,4,259.2,180 
2016年4月,二层,巴蜀江南,"579,828 ","90,163 ",16%,578.6707 ,90 ,1002,餐饮,正餐,餐馆/饭店,2015/4/4,2021/5/9,保底(含物管费)与流水两者取高,0.07,6,1002,90 
2016年4月,二层,Aimer 爱慕一家人,"277,658 ","54,282 ",20%,1419.5215 ,278 ,195.6,普通服饰,综合服饰,内衣裤/保暖内衣,2013/1/25,2016/5/9,保底与流水两者取高,0.16,3,195.6,278 
2016年4月,二层,AVVN 飞鸟和新酒,"302,867 ","57,575 ",19%,1671.4503 ,318 ,181.2,普通服饰,女装,女装,2015/5/10,2017/5/9,保底与流水两者取高,0.16,1,181.2,318 
2016年4月,二层,Zolle,"173,618 ","36,008 ",21%,1446.8200 ,300 ,120,普通服饰,女装,女装,2013/1/5,2017/5/9,保底与流水两者取高,0.16,4,120,300 
2016年4月,二层,TATA,"177,386 ","26,626 ",15%,2687.6727 ,403 ,66,普通服饰,服饰其它相关,鞋,2015/6/1,2017/5/31,保底与流水两者取高,0.13,1,66,403 
2016年4月,二层,Teenmix 天美意,"198,581 ","29,608 ",15%,2903.2246 ,433 ,68.4,普通服饰,服饰其它相关,鞋,2015/6/1,2017/5/31,保底与流水两者取高,0.13,1,68.4,433 
2016年4月,二层,Belle 百丽,"357,532 ","51,449 ",14%,4965.7167 ,715 ,72,普通服饰,服饰其它相关,鞋,2015/6/4,2017/6/3,保底与流水两者取高,0.13,1,72,715 
2016年4月,二层,Peace Bird 太平鸟女装,"195,806 ","56,529 ",29%,1039.3121 ,300 ,188.4,普通服饰,女装,女装,2015/6/1,2017/5/31,保底与流水两者取高,0.19,1,188.4,300 
2016年4月,二层,Donoratico 达衣岩,"452,167 ","82,249 ",18%,2153.1771 ,392 ,210,普通服饰,女装,女装,2013/1/10,2017/5/9,保底(含物管费)与流水两者取高,0.18,4,210,392 
2016年4月,二层,Eland 依恋,"113,131 ","37,910 ",34%,387.9658 ,130 ,291.6,普通服饰,综合服饰,综合服饰,2013/3/7,2016/5/9,保底(含物管费)与流水两者取高,0.14,3,291.6,130 
2016年4月,二层,Teenie Weenie,"105,393 ","26,517 ",25%,516.6311 ,130 ,204,普通服饰,女装,女装,2013/3/4,2016/5/9,保底(含物管费)与流水两者取高,0.14,3,204,130 
2016年4月,二层,Key Wear 奇威,"183,372 ","41,699 ",23%,1284.1176 ,292 ,142.8,普通服饰,女装,女装,2013/1/10,2018/5/9,保底与流水两者取高,0.16,5,142.8,292 
2016年4月,二层,Eifini 伊芙丽,"502,223 ","107,928 ",21%,1527.4416 ,328 ,328.8,普通服饰,女装,女装,2015/5/16,2017/5/15,保底与流水两者取高,0.18,1,328.8,328 
2016年4月,二层,Peace Bird 太平鸟男装,"654,259 ","117,898 ",18%,1747.4872 ,315 ,374.4,普通服饰,男装,男装,2013/1/21,2017/5/9,保底与流水两者取高,0.15,4,374.4,315 
2016年4月,二层,gxg.jeans,"260,195 ","64,789 ",25%,963.6844 ,240 ,270,普通服饰,男装,男装,2013/1/5,2016/5/9,保底与流水两者取高,0.14,3,270,240 
2016年4月,二层,J.D.V,"256,338 ","90,308 ",35%,993.5581 ,350 ,258,普通服饰,男装,男装,2016/3/7,2018/3/6,保底与流水两者取高,0.15,1,258,350 
