读者ID,读者类型,性别,单位, 
1580AD040324,研究生,男,硕士2015-04-2, 
1580AD040325,研究生,男,硕士2015-04-2, 
1580AD040326,研究生,男,硕士2015-04-2, 
1580AD040327,研究生,男,硕士2015-04-2, 
1580AD040328,研究生,男,硕士2015-04-2, 
1580AD040329,研究生,男,硕士2015-04-2, 
1580AD040330,研究生,男,硕士2015-04-2, 
1580AD040331,研究生,男,硕士2015-04-2, 
1580AD040332,研究生,男,硕士2015-04-2, 
1580AD040333,研究生,男,硕士2015-04-2, 
1580AD040334,研究生,男,硕士2015-04-2, 
1580AD050335,研究生,男,硕士2015-05-1, 
1580AD050336,研究生,男,硕士2015-05-1, 
1580AD050337,研究生,男,硕士2015-05-1, 
1580AD050338,研究生,男,硕士2015-05-1, 
1580AD050340,研究生,男,硕士2015-05-1, 
1580AD050341,研究生,男,硕士2015-05-1, 
1580AD050342,研究生,男,硕士2015-05-1, 
1580AD050346,研究生,男,硕士2015-05-1, 
1580AD050348,研究生,男,硕士2015-05-1, 
1580AD050349,研究生,男,硕士2015-05-1, 
1580AD050350,研究生,男,硕士2015-05-1, 
1580AD050351,研究生,男,硕士2015-05-1, 
1580AD050352,研究生,男,硕士2015-05-1, 
1580AD050355,研究生,男,硕士2015-05-1, 
1580AD050359,研究生,男,硕士2015-05-1, 
1580AD050360,研究生,男,硕士2015-05-1, 
1580AD050361,研究生,男,硕士2015-05-1, 
1580AD050363,研究生,男,硕士2015-05-1, 
1580AD050364,研究生,男,硕士2015-05-1, 
1580AD060365,研究生,男,硕士2015-06-1, 
1580AD060367,研究生,男,硕士2015-06-1, 
1580AD060368,研究生,男,硕士2015-06-1, 
1580AD060370,研究生,男,硕士2015-06-1, 
1580AD060371,研究生,男,硕士2015-06-1, 
1580AD060373,研究生,男,硕士2015-06-1, 
1580AD060374,研究生,男,硕士2015-06-1, 
1580AD060376,研究生,男,硕士2015-06-1, 
1580AD060379,研究生,男,硕士2015-06-1, 
1580AD060380,研究生,男,硕士2015-06-1, 
1580AD060381,研究生,男,硕士2015-06-1, 
1580AD060382,研究生,男,硕士2015-06-1, 
1580AD060383,研究生,男,硕士2015-06-1, 
1580AD060384,研究生,男,硕士2015-06-1, 
1580AD060385,研究生,男,硕士2015-06-1, 
1580AD060386,研究生,男,硕士2015-06-1, 
1580AD060387,研究生,男,硕士2015-06-1, 
1580AD060388,研究生,男,硕士2015-06-1, 
1580AD060390,研究生,男,硕士2015-06-1, 
1580AD060391,研究生,男,硕士2015-06-1, 
1580AD060392,研究生,男,硕士2015-06-1, 
1580AD060394,研究生,男,硕士2015-06-1, 
1580AD060395,研究生,男,硕士2015-06-1, 
1580AD060397,研究生,男,硕士2015-06-1, 
1580AD060399,研究生,男,硕士2015-06-2, 
1580AD060402,研究生,男,硕士2015-06-2, 
1580AD060403,研究生,男,硕士2015-06-2, 
1580AD060404,研究生,男,硕士2015-06-2, 
1580AD060405,研究生,男,硕士2015-06-2, 
1580AD060406,研究生,男,硕士2015-06-2, 
1580AD060407,研究生,男,硕士2015-06-2, 
1580AD060409,研究生,男,硕士2015-06-2, 
1580AD060410,研究生,男,硕士2015-06-2, 
1580AD060412,研究生,男,硕士2015-06-2, 
1580AD060413,研究生,男,硕士2015-06-2, 
1580AD060414,研究生,男,硕士2015-06-2, 
1580AD060415,研究生,男,硕士2015-06-2, 
1580AD060416,研究生,男,硕士2015-06-2, 
1580AD060417,研究生,男,硕士2015-06-2, 
1580AD060418,研究生,男,硕士2015-06-2, 
1580AD060419,研究生,男,硕士2015-06-2, 
1580AD060420,研究生,男,硕士2015-06-2, 
1580AD060421,研究生,男,硕士2015-06-2, 
1580AD070428,研究生,男,硕士2015-07, 
1580AD070430,研究生,男,硕士2015-07, 
1580AD070431,研究生,男,硕士2015-07, 
1580AD070432,研究生,男,硕士2015-07, 
1580AD070433,研究生,男,硕士2015-07, 
1580AD070434,研究生,男,硕士2015-07, 
1580AD070435,研究生,男,硕士2015-07, 
1580AD070437,研究生,男,硕士2015-07, 
1580AD070440,研究生,男,硕士2015-07, 
1580AD070441,研究生,男,硕士2015-07, 
1580AD070442,研究生,男,硕士2015-07, 
1580AD070443,研究生,男,硕士2015-07, 
1580AD070444,研究生,男,硕士2015-07, 
1580AD070445,研究生,男,硕士2015-07, 
1580AD070447,研究生,男,硕士2015-07, 
1580AD070448,研究生,男,硕士2015-07, 
1580AD070449,研究生,男,硕士2015-07, 
1580AD080453,研究生,男,硕士2015-08-1, 
1580AD080455,研究生,男,硕士2015-08-1, 
1580AD080457,研究生,男,硕士2015-08-1, 
1580AD080458,研究生,男,硕士2015-08-1, 
1580AD080460,研究生,男,硕士2015-08-1, 
1580AD080461,研究生,男,硕士2015-08-1, 
1580AD080462,研究生,男,硕士2015-08-1, 
1580AD080463,研究生,男,硕士2015-08-1, 
1580AD080464,研究生,男,硕士2015-08-1, 
1580AD080467,研究生,男,硕士2015-08-1, 
1580AD090469,研究生,男,硕士2015-09, 
1580AD090470,研究生,男,硕士2015-09, 
1580AD090472,研究生,男,硕士2015-09, 
1580AD090473,研究生,男,硕士2015-09, 
1580AD090474,研究生,男,硕士2015-09, 
1580AD100475,研究生,男,硕士2015-12, 
1580AD120480,研究生,男,硕士2015-10, 
1580AD120482,研究生,男,硕士2015-10, 
1580AD120488,研究生,男,硕士2015-10, 
1580AD120490,研究生,男,硕士2015-10, 
1580AD190492,研究生,男,硕士2015-11, 
1580AD190493,研究生,男,硕士2015-11, 
1580AD190494,研究生,男,硕士2015-11, 
1580AD190498,研究生,男,硕士2015-11, 
1580AD190499,研究生,男,硕士2015-11, 
1580AD190501,研究生,男,硕士2015-11, 
1580AD190502,研究生,男,硕士2015-11, 
1580AD190503,研究生,男,硕士2015-11, 
1580AD190505,研究生,男,硕士2015-11, 
1580AD200507,研究生,男,硕士2015-12, 
1580AD200508,研究生,男,硕士2015-12, 
1580AD200509,研究生,男,硕士2015-12, 
1580AD200512,研究生,男,硕士2015-12, 
1580AD200513,研究生,男,硕士2015-12, 
1580AD200514,研究生,男,硕士2015-12, 
1580AD210516,研究生,男,硕士2015-04-1, 
1580AE010520,研究生,男,硕士2015-01-3, 
1580AE010523,研究生,男,硕士2015-01-3, 
1580AE010525,研究生,男,硕士2015-01-3, 
1580AE010526,研究生,男,硕士2015-01-3, 
1580AE010527,研究生,男,硕士2015-01-3, 
1580AE020529,研究生,男,硕士2015-02-5, 
1580AE020530,研究生,男,硕士2015-02-5, 
1580AE020531,研究生,男,硕士2015-02-5, 
1580AE020532,研究生,男,硕士2015-02-5, 
1580AE020533,研究生,男,硕士2015-02-5, 
1580AE020534,研究生,男,硕士2015-02-5, 
1580AE020535,研究生,男,硕士2015-02-5, 
1580AE020537,研究生,男,硕士2015-02-5, 
1580AE020538,研究生,男,硕士2015-02-5, 
1580AE020539,研究生,男,硕士2015-02-5, 
1580AE020540,研究生,男,硕士2015-02-5, 
1580AE020541,研究生,男,硕士2015-02-5, 
1580AE020542,研究生,男,硕士2015-02-5, 
1580AE020545,研究生,男,硕士2015-02-5, 
1580AE020546,研究生,男,硕士2015-02-5, 
1580AE020547,研究生,男,硕士2015-02-5, 
1580AE020548,研究生,男,硕士2015-02-5, 
1580AE020549,研究生,男,硕士2015-02-5, 
1580AE020550,研究生,男,硕士2015-02-5, 
1580AE020552,研究生,男,硕士2015-02-5, 
1580AE020553,研究生,男,硕士2015-02-5, 
1580AE020555,研究生,男,硕士2015-02-5, 
1580AE020556,研究生,男,硕士2015-02-5, 
1580AE020557,研究生,男,硕士2015-02-5, 
1580AE020559,研究生,男,硕士2015-02-5, 
1580AE020560,研究生,男,硕士2015-02-5, 
1580AE020561,研究生,男,硕士2015-02-5, 
1580AE020562,研究生,男,硕士2015-02-5, 
1580AE020563,研究生,男,硕士2015-02-5, 
1580AE020564,研究生,男,硕士2015-02-5, 
1580AE020566,研究生,男,硕士2015-02-5, 
1580AE030567,研究生,男,硕士2015-03-1, 
1580AE030569,研究生,男,硕士2015-03-1, 
1580AE030570,研究生,男,硕士2015-03-1, 
1580AE030571,研究生,男,硕士2015-03-1, 
1580AE030572,研究生,男,硕士2015-03-1, 
1580AE040574,研究生,男,硕士2015-04-3, 
1580AE040575,研究生,男,硕士2015-04-3, 
1580AE040577,研究生,男,硕士2015-04-3, 
1580AE040579,研究生,男,硕士2015-04-3, 
1580AE040580,研究生,男,硕士2015-04-3, 
1580AE040581,研究生,男,硕士2015-04-3, 
1580AE040582,研究生,男,硕士2015-04-3, 
1580AE040583,研究生,男,硕士2015-04-3, 
1580AE040584,研究生,男,硕士2015-04-3, 
1580AE040585,研究生,男,硕士2015-04-3, 
1580AE040586,研究生,男,硕士2015-04-3, 
1580AE040588,研究生,男,硕士2015-04-3, 
1580AE040589,研究生,男,硕士2015-04-3, 
1580AE040590,研究生,男,硕士2015-04-3, 
1580AE040591,研究生,男,硕士2015-04-3, 
1580AE040592,研究生,男,硕士2015-04-3, 
1580AE040593,研究生,男,硕士2015-04-3, 
1580AE040594,研究生,男,硕士2015-04-3, 
1580AE040595,研究生,男,硕士2015-04-3, 
1580AE050597,研究生,男,硕士2015-05-2, 
1580AE050599,研究生,男,硕士2015-05-2, 
1580AE050600,研究生,男,硕士2015-05-2, 
1580AE050601,研究生,男,硕士2015-05-2, 
1580AE050602,研究生,男,硕士2015-05-2, 
1580AE050603,研究生,男,硕士2015-05-2, 
1580AE050604,研究生,男,硕士2015-05-2, 
1580AE050605,研究生,男,硕士2015-05-2, 
1580AE050606,研究生,男,硕士2015-05-2, 
1580AE050607,研究生,男,硕士2015-05-2, 
1580AE050609,研究生,男,硕士2015-05-2, 
1580AE050610,研究生,男,硕士2015-05-2, 
1580AE050611,研究生,男,硕士2015-05-2, 
1580AE050612,研究生,男,硕士2015-05-2, 
1580AE050613,研究生,男,硕士2015-05-2, 
1580AE050614,研究生,男,硕士2015-05-2, 
1580AE050615,研究生,男,硕士2015-05-2, 
1580AE050616,研究生,男,硕士2015-05-2, 
1580AE050617,研究生,男,硕士2015-05-2, 
1580AE050618,研究生,男,硕士2015-05-2, 
1580AE050619,研究生,男,硕士2015-05-2, 
1580AE050620,研究生,男,硕士2015-05-2, 
1580AE050621,研究生,男,硕士2015-05-2, 
1580AE050622,研究生,男,硕士2015-05-2, 
1580AE060624,研究生,男,硕士2015-06-3, 
1580AE060625,研究生,男,硕士2015-06-3, 
1580AE060627,研究生,男,硕士2015-06-3, 
1580AE060628,研究生,男,硕士2015-06-3, 
1580AE060630,研究生,男,硕士2015-06-3, 
1580AE060631,研究生,男,硕士2015-06-3, 
1580AE060632,研究生,男,硕士2015-06-3, 
1580AE060633,研究生,男,硕士2015-06-3, 
1580AE060634,研究生,男,硕士2015-06-3, 
1580AE060635,研究生,男,硕士2015-06-3, 
1580AE060636,研究生,男,硕士2015-06-3, 
1580AE060637,研究生,男,硕士2015-06-3, 
1580AE060638,研究生,男,硕士2015-06-3, 
1580AE060639,研究生,男,硕士2015-06-3, 
1580AE060640,研究生,男,硕士2015-06-3, 
1580AE060641,研究生,男,硕士2015-06-3, 
1580AE060642,研究生,男,硕士2015-06-3, 
1580AE060644,研究生,男,硕士2015-06-3, 
1580AE060645,研究生,男,硕士2015-06-3, 
1580AE060647,研究生,男,硕士2015-06-3, 
1580AE060649,研究生,男,硕士2015-06-3, 
1580AE060650,研究生,男,硕士2015-06-3, 
1580AE060651,研究生,男,硕士2015-06-3, 
1580AE060652,研究生,男,硕士2015-06-3, 
1580AE060653,研究生,男,硕士2015-06-3, 
1580AE060654,研究生,男,硕士2015-06-3, 
1580AE060655,研究生,男,硕士2015-06-3, 
1580AE060657,研究生,男,硕士2015-06-3, 
1580AE060658,研究生,男,硕士2015-06-3, 
1580AE060659,研究生,男,硕士2015-06-3, 
1580AE060660,研究生,男,硕士2015-06-3, 
1580AE060662,研究生,男,硕士2015-06-3, 
1580AE060663,研究生,男,硕士2015-06-3, 
